"<android.os.Handler: boolean sendMessage(android.os.Message)>","{ when=-13h5m26s233ms what=0 target=com.RunnerGames.game.Jewelsybw.LostTreasure_Lite$2 }"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 28"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2132 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837614"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837614"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 23"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 24"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2135 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837615"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837615"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 33"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 35"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2138 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837616"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837616"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 29"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 31"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2142 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837617"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837617"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 27"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 29"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837625"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 27"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 27"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2171 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837626"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837626"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 23"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 24"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2174 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837627"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837627"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 33"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 34"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2176 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837628"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837628"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 29"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 30"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2181 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837629"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837629"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 27"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837634"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837634"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 25"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 24"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2202 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837635"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837635"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 34"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 35"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2204 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837636"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837636"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 30"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 31"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2209 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837637"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837637"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 28"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 29"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2213 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837638"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837651"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837651"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 15"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 16"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2231 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837652"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837652"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 16"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 16"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2232 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837653"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837654"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 22"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 23"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2235 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837655"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837655"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 23"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 22"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2237 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837656"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837656"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 23"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 23"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2239 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837657"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837657"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 23"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 22"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2241 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837658"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837658"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837691"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837691"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 48"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 50"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2521 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837692"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837692"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 53"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 51"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2531 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837693"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837693"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 56"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 52"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2541 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837694"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837694"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 58"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 52"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2553 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837695"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837704"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837704"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 45"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 48"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2656 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837705"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837705"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 66"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 67"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2664 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837706"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837706"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 96"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 95"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2682 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837707"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837707"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 103"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 103"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2717 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837708"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837718"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837718"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 37"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 37"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2943 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837719"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837719"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 39"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 39"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2948 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837720"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837720"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 41"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 41"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2954 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837721"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837721"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 160"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 152"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2961 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837722"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837722"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 8"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 8"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3056 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837723"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837723"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 160"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 152"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3057 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837724"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837724"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 8"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 8"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3152 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837725"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837725"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 160"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837728"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837728"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 8"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 8"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3343 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837729"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837729"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 104"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 32"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3343 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837730"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837730"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 64"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 64"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3356 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837731"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837731"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 64"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 64"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3372 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837732"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837732"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 64"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 64"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3388 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837733"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837733"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 64"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 64"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3405 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837734"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837745"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 120"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3620 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837746"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837746"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 120"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3638 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837747"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837747"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 80"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3657 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837748"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837748"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 80"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3670 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837749"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837749"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 112"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 32"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3683 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837750"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837750"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 112"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 32"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3697 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837751"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837751"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 104"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 32"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3711 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837752"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837752"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 104"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837756"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837757"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837757"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 48"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3761 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837758"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837758"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 39"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 39"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3768 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837759"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837759"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 39"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 39"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837762"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837762"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 18"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 20"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3793 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837763"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837763"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 13"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 20"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
