"<android.view.Window: void setFlags(int,int)>","1024","1024"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837664"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837664"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 39"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 38"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2270 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837665"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837665"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 39"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 39"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2276 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837666"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837666"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 39"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2282 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837667"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837667"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837671"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837671"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 39"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 38"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2311 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837672"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837672"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 39"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 39"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2317 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837683"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837683"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 54"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 54"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2428 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837684"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837684"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 54"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 54"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2440 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837685"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837689"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 54"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 55"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2498 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837690"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837690"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837691"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837691"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 48"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 50"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2521 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837692"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837692"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 53"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 51"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2531 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837693"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837693"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 56"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 52"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2541 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837694"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837694"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 58"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 52"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2553 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837695"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837695"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 58"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 51"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2565 KBytes"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837696"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 59"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837699"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 48"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 51"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2606 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837700"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837700"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837704"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837704"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 45"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 48"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2656 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837705"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837705"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 66"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 67"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2664 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837706"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837718"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837718"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 37"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 37"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2943 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837719"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837719"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 39"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 39"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2948 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837720"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837720"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 41"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 41"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2954 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837721"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837721"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 160"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 152"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2961 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837722"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837722"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 8"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 8"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3056 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837723"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837723"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 160"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 152"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3057 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837724"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837724"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 8"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 8"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3152 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837725"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837725"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 160"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 152"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3152 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837726"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837726"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 8"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837727"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 160"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 152"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3248 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837728"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837728"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 8"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 8"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837730"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837730"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 64"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 64"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3356 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837731"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837731"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 64"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 64"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3372 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837732"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837732"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 64"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 64"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3388 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837733"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837733"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 64"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 64"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3405 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837734"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837734"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 64"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 64"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3421 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837735"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837736"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837736"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 64"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 64"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3453 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837737"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837737"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 64"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 64"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3469 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837738"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837738"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 64"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 64"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3485 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837739"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837739"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 96"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3501 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837740"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837740"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837742"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837742"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 128"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3552 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837743"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837743"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 152"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3572 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837744"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837744"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 152"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3596 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837745"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837745"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 120"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3620 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837746"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837754"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 56"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 32"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3744 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837755"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837755"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 8"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 8"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3751 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837756"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837756"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 48"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 48"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837758"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837758"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 39"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 39"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3768 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837759"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837759"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 39"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 39"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3775 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837760"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837760"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 39"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 39"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3781 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837761"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837761"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 39"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837762"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837762"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 18"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 20"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3793 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837763"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837763"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 13"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 20"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3794 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837764"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837764"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 18"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 20"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3795 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837765"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837765"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 18"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 20"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3797 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837766"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837766"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 18"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 20"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 8"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 16"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3824 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837791"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837791"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 8"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 16"
